accession	name	segment	date	host	country	abbreviation	virus	strain
KC866688	JB14080520	N/A	2008-07	Human	2008-07	China	N/A	JB14080520
KC866727	JB143090095	N/A	2009-05	Human	2009-05	China	N/A	JB143090095
KC866729	JB143090112	N/A	2009-06	Human	2009-06	China	N/A	JB143090112
KC866744	JB141030046	N/A	2010-05	Human	2010-05	China	N/A	JB141030046
KC866747	JB141030073	N/A	2010-06	Human	2010-06	China	N/A	JB141030073
KC866760	JB141030149	N/A	2010-08	Human	2010-08	China	N/A	JB141030149
KC866794	JB141210002	N/A	2012-02	Human	2012-02	China	N/A	JB141210002
KC878537	115-2	N/A	2012-04-01	Human	2012-04-01	China	C4	115-2
KC878541	11-3	N/A	2012-04-01	Human	2012-04-01	China	C4	11-3
KC878549	11-12	N/A	2012-04-01	Human	2012-04-01	China	C4	11-12
KC879485	13384_EV71_RUS_2001	N/A	2001	Unknown	2001	Russia	N/A	13384_EV71_RUS_2001
KC879434	32896_EV71_RUS_2008	N/A	2008	Unknown	2008	Russia	N/A	32896_EV71_RUS_2008
KC894868	EV0978-Sarawak-2011	N/A	2011-09-16	Human	2011-09-16	Malaysia	B5	EV0978-Sarawak-2011
KC894877	EV1297-Melaka-2010	N/A	2010-08-09	Human	2010-08-09	Malaysia	B5	EV1297-Melaka-2010
KC894882	EV0615-Johor-2012	N/A	2012-04-12	Human	2012-04-12	Malaysia	B5	EV0615-Johor-2012
KC894886	EV0665-Kelantan-2012	N/A	2012-04-17	Human	2012-04-17	Malaysia	B5	EV0665-Kelantan-2012
KC894890	EV0775-Johor-2012	N/A	2012-05-07	Human	2012-05-07	Malaysia	B5	EV0775-Johor-2012
KC894895	EV0894-Kedah-2012	N/A	2012-08-22	Human	2012-08-22	Malaysia	B5	EV0894-Kedah-2012
KC894899	EV1002-Johor-2012	N/A	2012-06-07	Human	2012-06-07	Malaysia	B5	EV1002-Johor-2012
KC954662	Anhui2007	N/A	2007	Human	2007	China	71	Anhui2007
KC954663	GDV103	N/A	2008	Human	2008	China	71	GDV103
KF134474	2009-10657	N/A	2009	Human	2009	Taiwan	N/A	2009-10657
KF134486	A2011125	N/A	2011	Human	2011	Taiwan	N/A	A2011125
KF142414	HNCZ-2012-15	N/A	2013-03-03	Human	2013-03-03	China	N/A	HNCZ-2012-15
KF142420	HNCZ-2012-17	N/A	2013-03-03	Human	2013-03-03	China	N/A	HNCZ-2012-17
KF150165	084/LY/CHN/AM/10/EV71	N/A	2010	Human	2010	China	N/A	084/LY/CHN/AM/10/EV71
KF150167	102/LY/CHN/AM/10/EV71	N/A	2010	Human	2010	China	N/A	102/LY/CHN/AM/10/EV71
KF150174	202/LY/CHN/AM/11/EV71	N/A	2011	Human	2011	China	N/A	202/LY/CHN/AM/11/EV71
KF154288	C4a-96009-TW-2010	N/A	2010-04-11	Human	2010-04-11	Taiwan	C4a	C4a-96009-TW-2010
KF154290	C4a-01936-TW-2010	N/A	2010-06-22	Human	2010-06-22	Taiwan	C4a	C4a-01936-TW-2010
KF154313	B5-00511-TW-2012	N/A	2012-02-02	Human	2012-02-02	Taiwan	B5	B5-00511-TW-2012
KF154314	B5-00488-TW-2012	N/A	2012-02-04	Human	2012-02-04	Taiwan	B5	B5-00488-TW-2012
KF154320	B5-50268-TW-2012	N/A	2012-03-15	Human	2012-03-15	Taiwan	B5	B5-50268-TW-2012
KF154329	B5-01861-TW-2012	N/A	2012-06-01	Human	2012-06-01	Taiwan	B5	B5-01861-TW-2012
KF154334	B5-50802-TW-2012	N/A	2012-06-27	Human	2012-06-27	Taiwan	B5	B5-50802-TW-2012
KF154342	B5-02243-TW-2012	N/A	2012-07-05	Human	2012-07-05	Taiwan	B5	B5-02243-TW-2012
KF154351	B5-02979-TW-2012	N/A	2012-09-16	Human	2012-09-16	Taiwan	B5	B5-02979-TW-2012
KF358276	EV71-Jiaxing-2	N/A	2012-06-07	Human	2012-06-07	China	N/A	EV71-Jiaxing-2
KF514879	TLLm	N/A	N/A	Unknown	N/a	N/A	N/A	TLLm
KF704042	39H/SD/CHN/2010	N/A	2010	Human	2010	China	71	39H/SD/CHN/2010
KF704049	55H/SD/CHN/2010	N/A	2010	Human	2010	China	71	55H/SD/CHN/2010
KF704050	139H/SD/CHN/2010	N/A	2010	Human	2010	China	71	139H/SD/CHN/2010
KF798217	KM11-17	N/A	2011-05-15	Human	2011-05-15	China	C4	KM11-17
KF798218	KM11-18	N/A	2011-05-15	Human	2011-05-15	China	C4	KM11-18
KF853490	LY10030/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10030/SD/CHN/2010/EV71
KF853495	LY10039/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10039/SD/CHN/2010/EV71
KF853508	LY10059/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10059/SD/CHN/2010/EV71
KF853524	LY10092/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10092/SD/CHN/2010/EV71
KF900160	REN13-29-FRA12	N/A	2012-10-16	Human	2012-10-16	France	C4	REN13-29-FRA12
KF906429	V11-12755	N/A	2011	Human	2011	India	N/A	V11-12755
KF925275	FL004T/AH/CHN/2011	N/A	2011-11-30	Human	2011-11-30	China	C4	FL004T/AH/CHN/2011
KF925280	FL011T/AH/CHN/2011	N/A	2011-11-30	Human	2011-11-30	China	C4	FL011T/AH/CHN/2011
KF974779	M314-TW08	N/A	2008	Human	2008	Taiwan	N/A	M314-TW08
KF974793	M990-TW12	N/A	2012	Human	2012	Taiwan	N/A	M990-TW12
KF974798	M1577-TW12	N/A	2012	Human	2012	Taiwan	N/A	M1577-TW12
KJ004552	EV71/Hun11-32/2011	N/A	2011	Human	2011	China	C4	EV71/Hun11-32/2011
KJ004553	EV71/Hun11-4/2011	N/A	2011	Human	2011	China	C4	EV71/Hun11-4/2011
KJ004557	EV71/NX10-36/2010	N/A	2010	Human	2010	China	C4	EV71/NX10-36/2010
KJ139450	SH/CHN/2012	N/A	2012	Human	2012	China	N/A	SH/CHN/2012
KJ185135	LY10009/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10009/SD/CHN/2010/EV71
KJ185145	LY10058/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10058/SD/CHN/2010/EV71
KJ185154	LY10089/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10089/SD/CHN/2010/EV71
KJ185157	LY10102/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10102/SD/CHN/2010/EV71
KJ185166	LY10155/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10155/SD/CHN/2010/EV71
KJ188637	SHC077/CHN/2011	N/A	2011-06	Human	2011-06	China	C4	SHC077/CHN/2011
KJ188638	SHC070/CHN/2011	N/A	2011-06	Human	2011-06	China	C4	SHC070/CHN/2011
KJ400360	Rostov	N/A	2013-09	Human	2013-09	Russia	C4	Rostov
KJ407269	FLU4059	N/A	2006	Human	2006	Peru	N/A	FLU4059
KJ632498	wenzhou256	N/A	2011	Human	2011	China	N/A	wenzhou256
KJ645794	31832_RUS_2008	N/A	2008	Human	2008	Russia	N/A	31832_RUS_2008
KJ686127	EV71/Homo sapiens/VNM/219/2011	N/A	2011-11-17	Human	2011-11-17	Viet Nam	N/A	EV71/Homosapiens/VNM/219/2011
KJ686137	EV71/Homo sapiens/VNM/133/2012	N/A	2012-04-25	Human	2012-04-25	Viet Nam	N/A	EV71/Homosapiens/VNM/133/2012
KJ686144	EV71/Homo sapiens/VNM/94/2012	N/A	2012-03-18	Human	2012-03-18	Viet Nam	N/A	EV71/Homosapiens/VNM/94/2012
KJ686163	EV71/Homo sapiens/VNM/136/2012	N/A	2012-05-02	Human	2012-05-02	Viet Nam	N/A	EV71/Homosapiens/VNM/136/2012
KJ686164	EV71/Homo sapiens/VNM/10/2011	N/A	2011-10-10	Human	2011-10-10	Viet Nam	N/A	EV71/Homosapiens/VNM/10/2011
KJ686171	EV71/Homo sapiens/VNM/29/2011	N/A	2011-11-14	Human	2011-11-14	Viet Nam	N/A	EV71/Homosapiens/VNM/29/2011
KJ686198	EV71/Homo sapiens/VNM/205/2011	N/A	2011-10-20	Human	2011-10-20	Viet Nam	N/A	EV71/Homosapiens/VNM/205/2011
KJ686206	EV71/Homo sapiens/VNM/51/2012	N/A	2012-01-19	Human	2012-01-19	Viet Nam	N/A	EV71/Homosapiens/VNM/51/2012
KJ686222	EV71/Homo sapiens/VNM/179/2012	N/A	2012-11-22	Human	2012-11-22	Viet Nam	N/A	EV71/Homosapiens/VNM/179/2012
KJ686224	EV71/Homo sapiens/VNM/154/2012	N/A	2012-06-06	Human	2012-06-06	Viet Nam	N/A	EV71/Homosapiens/VNM/154/2012
KJ686226	EV71/Homo sapiens/VNM/157/2012	N/A	2012-06-20	Human	2012-06-20	Viet Nam	N/A	EV71/Homosapiens/VNM/157/2012
KJ686241	EV71/Homo sapiens/VNM/107/2012	N/A	2012-03-29	Human	2012-03-29	Viet Nam	N/A	EV71/Homosapiens/VNM/107/2012
KJ686243	EV71/Homo sapiens/VNM/61/2012	N/A	2012-02-06	Human	2012-02-06	Viet Nam	N/A	EV71/Homosapiens/VNM/61/2012
KJ686249	EV71/Homo sapiens/VNM/166/2012	N/A	2012-09-08	Human	2012-09-08	Viet Nam	N/A	EV71/Homosapiens/VNM/166/2012
KJ686262	EV71/Homo sapiens/VNM/53/2012	N/A	2012-01-25	Human	2012-01-25	Viet Nam	N/A	EV71/Homosapiens/VNM/53/2012
KJ686263	EV71/Homo sapiens/VNM/131/2012	N/A	2012-04-25	Human	2012-04-25	Viet Nam	N/A	EV71/Homosapiens/VNM/131/2012
KJ686277	EV71/Homo sapiens/VNM/121/2012	N/A	2012-04-16	Human	2012-04-16	Viet Nam	N/A	EV71/Homosapiens/VNM/121/2012
KJ686288	EV71/Homo sapiens/VNM/38/2011	N/A	2011-12-18	Human	2011-12-18	Viet Nam	N/A	EV71/Homosapiens/VNM/38/2011
KJ686292	EV71/Homo sapiens/VNM/79/2012	N/A	2012-02-29	Human	2012-02-29	Viet Nam	N/A	EV71/Homosapiens/VNM/79/2012
KJ686307	EV71/Homo sapiens/VNM/215/2011	N/A	2011-11-10	Human	2011-11-10	Viet Nam	N/A	EV71/Homosapiens/VNM/215/2011
KJ772423	11061/SD/CHN	N/A	2011	Human	2011	China	A71	11061/SD/CHN
KJ772428	11236/SD/CHN	N/A	2011	Human	2011	China	A71	11236/SD/CHN
KJ772430	11317/SD/CHN	N/A	2011	Human	2011	China	A71	11317/SD/CHN
KJ772431	11318/SD/CHN	N/A	2011	Human	2011	China	A71	11318/SD/CHN
KJ772435	13004/SD/CHN	N/A	2013	Human	2013	China	A71	13004/SD/CHN
KJ772442	13196/SD/CHN	N/A	2013	Human	2013	China	A71	13196/SD/CHN
KM023178	46620_RUS_2013	N/A	2013	Human	2013	Russia	C4	46620_RUS_2013
KM023186	47526_RUS_2013	N/A	2013	Human	2013	Russia	C4	47526_RUS_2013
KM201246	HeN-11-Sanmenxia-43	N/A	2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-43
KM201248	HeN-11-Sanmenxia-45	N/A	2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-45
KM260011	1981-Henan-2010	N/A	2010-06-22	Human	2010-06-22	China	N/A	1981-Henan-2010
KM260012	7-Henan-2011	N/A	2011-01-24	Human	2011-01-24	China	N/A	7-Henan-2011
KM260014	143-Henan-2011	N/A	2011-01-24	Human	2011-01-24	China	N/A	143-Henan-2011
KM260017	173-Henan-2011	N/A	2011-01-24	Human	2011-01-24	China	N/A	173-Henan-2011
KM260020	533-Henan-2011	N/A	2011-02-12	Human	2011-02-12	China	N/A	533-Henan-2011
KM260023	1573-Henan-2012	N/A	2012-06-23	Human	2012-06-23	China	N/A	1573-Henan-2012
KM260046	17-Henan-2014	N/A	2014-01-05	Human	2014-01-05	China	N/A	17-Henan-2014
KM260050	87-Henan-2014	N/A	2014-02-12	Human	2014-02-12	China	N/A	87-Henan-2014
KM260052	113-Henan-2014	N/A	2014-02-12	Human	2014-02-12	China	N/A	113-Henan-2014
KM260055	163-Henan-2014	N/A	2014-03-23	Human	2014-03-23	China	N/A	163-Henan-2014
KM288742	13-2009	N/A	2009-06-18	Human	2009-06-18	China	A	13-2009
KM288746	17-2009	N/A	2009-06-18	Human	2009-06-18	China	A	17-2009
KM288748	19-2009	N/A	2009-06-18	Human	2009-06-18	China	A	19-2009
KM408435	isolate 01Zhenjiang2010	N/A	2010-07	Human	2010-07	China	N/A	isolate01Zhenjiang2010
KM408445	isolate 01Zhenjiang2011	N/A	2011-07	Human	2011-07	China	N/A	isolate01Zhenjiang2011
KM408458	isolate 02Zhenjiang2012	N/A	2012-07	Human	2012-07	China	N/A	isolate02Zhenjiang2012
KM408467	isolate 05Zhenjiang2013	N/A	2013-07	Human	2013-07	China	N/A	isolate05Zhenjiang2013
KP005791	JB141310006-EV71	N/A	2013-06	Human	2013-06	China	N/A	JB141310006-EV71
KP005793	JB141310008-EV71	N/A	2013-06	Human	2013-06	China	N/A	JB141310008-EV71
KP005798	JB141310014-EV71	N/A	2013-08	Human	2013-08	China	N/A	JB141310014-EV71
KP005808	JB141330034-EV71	N/A	2013-04	Human	2013-04	China	N/A	JB141330034-EV71
KP005809	JB141330036-EV71	N/A	2013-04	Human	2013-04	China	N/A	JB141330036-EV71
KP005811	JB141330048-EV71	N/A	2013-04	Human	2013-04	China	N/A	JB141330048-EV71
KP005816	JB141330075-EV71	N/A	2013-05	Human	2013-05	China	N/A	JB141330075-EV71
KP005818	JB141330092-EV71	N/A	2013-05	Human	2013-05	China	N/A	JB141330092-EV71
KP005821	JB141330108-EV71	N/A	2013-05	Human	2013-05	China	N/A	JB141330108-EV71
KP005825	JB141330220-EV71	N/A	2013-07	Human	2013-07	China	N/A	JB141330220-EV71
KP113683	B5-01413-TW-2012	N/A	2012-04-25	Human	2012-04-25	Taiwan	B5	B5-01413-TW-2012
KP113685	B5-01531-TW-2012	N/A	2012-05-05	Human	2012-05-05	Taiwan	B5	B5-01531-TW-2012
KP113687	B5-02543-TW-2012	N/A	2012-08-04	Human	2012-08-04	Taiwan	B5	B5-02543-TW-2012
KP113692	B5-50940-TW-2012	N/A	2012-07-10	Human	2012-07-10	Taiwan	B5	B5-50940-TW-2012
KP137021	Sh022/CHN/2012	N/A	2012	Human	2012	China	C4	Sh022/CHN/2012
KP137023	Sh078/CHN/2012	N/A	2012	Human	2012	China	C4	Sh078/CHN/2012
KP137028	Sh157/CHN/2012	N/A	2012	Human	2012	China	C4	Sh157/CHN/2012
KP171497	45/NC/CHN/2014	N/A	2014-05-19	Human	2014-05-19	China	N/A	45/NC/CHN/2014
KP171501	97/NC/CHN/2014	N/A	2014-06-12	Human	2014-06-12	China	N/A	97/NC/CHN/2014
KP171503	158/NC/CHN/2014	N/A	2014-07-02	Human	2014-07-02	China	N/A	158/NC/CHN/2014
KP177488	BJ13097/CHN/13	N/A	2013-06-04	Human	2013-06-04	China	N/A	BJ13097/CHN/13
KP198623	Hubei-WH/CHN/2012	N/A	2012-05-26	Human	2012-05-26	China	N/A	Hubei-WH/CHN/2012
KP274876	Taipei/C2-Y100/2011	N/A	2011-03-05	Human	2011-03-05	Taiwan	C2	Taipei/C2-Y100/2011
KP274877	Taipei/B4-01/2011	N/A	2011-03-05	Human	2011-03-05	Taiwan	B4	Taipei/B4-01/2011
KP289420	EV71/P123/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P123/2013/China
KP289425	EV71/P352/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P352/2013/China
KP290065	EV71/P1013/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P1013/2013/China
KP290074	EV71/P235/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P235/2013/China
KP290078	EV71/P368/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P368/2013/China
KP290085	EV71/P645/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P645/2013/China
KP290098	EV71/P896/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P896/2013/China
KP290107	EV71/P1055/2013/China	N/A	2013	Human	2013	China	N/A	EV71/P1055/2013/China
KP308402	EV71/Homo sapiens/KHM/310/2012	N/A	2012-11-13	Human	2012-11-13	Cambodia	N/A	EV71/Homosapiens/KHM/310/2012
KP308405	EV71/Homo sapiens/KHM/376/2012	N/A	2012-07-16	Human	2012-07-16	Cambodia	N/A	EV71/Homosapiens/KHM/376/2012
KP308409	EV71/Homo sapiens/KHM/353/2012	N/A	2012-07-14	Human	2012-07-14	Cambodia	N/A	EV71/Homosapiens/KHM/353/2012
KP308423	EV71/Homo sapiens/KHM/361/2012	N/A	2012-07-16	Human	2012-07-16	Cambodia	N/A	EV71/Homosapiens/KHM/361/2012
KP308424	EV71/Homo sapiens/KHM/388/2012	N/A	2012-07-19	Human	2012-07-19	Cambodia	N/A	EV71/Homosapiens/KHM/388/2012
KP308444	EV71/Homo sapiens/KHM/398/2012	N/A	2012-07-16	Human	2012-07-16	Cambodia	N/A	EV71/Homosapiens/KHM/398/2012
KP308447	EV71/Homo sapiens/KHM/349/2012	N/A	2012-07-16	Human	2012-07-16	Cambodia	N/A	EV71/Homosapiens/KHM/349/2012
KP308451	EV71/Homo sapiens/KHM/300/2012	N/A	2012-09-06	Human	2012-09-06	Cambodia	N/A	EV71/Homosapiens/KHM/300/2012
KP308452	EV71/Homo sapiens/KHM/393/2012	N/A	2012-07-24	Human	2012-07-24	Cambodia	N/A	EV71/Homosapiens/KHM/393/2012
KP308456	EV71/Homo sapiens/KHM/308/2012	N/A	2012-11-05	Human	2012-11-05	Cambodia	N/A	EV71/Homosapiens/KHM/308/2012
KP308458	EV71/Homo sapiens/KHM/316/2013	N/A	2013-02-25	Human	2013-02-25	Cambodia	N/A	EV71/Homosapiens/KHM/316/2013
KP691650	02-0-072	N/A	2013-11-04	Unknown	2013-11-04	Viet Nam	N/A	02-0-072
KP691651	02-1-042	N/A	2013-09-12	Unknown	2013-09-12	Viet Nam	N/A	02-1-042
KT008671	109/EV71/Wenzhou/CHN/2014	N/A	2014-06-02	Human	2014-06-02	China	C4a	109/EV71/Wenzhou/CHN/2014
KR045291	THA_A575	N/A	2012-07-18	Human	2012-07-18	Thailand	B5	THA_A575
KR045293	THA_A683	N/A	2012-07-24	Human	2012-07-24	Thailand	B5	THA_A683
KR045294	THA_A847	N/A	2012-08-07	Human	2012-08-07	Thailand	B5	THA_A847
KR045301	THA_A1564	N/A	2014-09-29	Human	2014-09-29	Thailand	B5	THA_A1564
KR045303	THA_A1219	N/A	2014-01-06	Human	2014-01-06	Thailand	C4	THA_A1219
KR068479	PS188-13	N/A	2013-07-23	Human	2013-07-23	Malaysia	B	PS188-13
KR068480	PS125-13	N/A	2013-05-15	Human	2013-05-15	Malaysia	B	PS125-13
KR779229	YN2012-A072	N/A	2012	Human	2012	China	C4a	YN2012-A072
KR779230	YN2012-A087	N/A	2012	Human	2012	China	C4a	YN2012-A087
KR782325	YN2012-A049	N/A	2012	Human	2012	China	C4a	YN2012-A049
KR782334	YN2012-A094	N/A	2012	Human	2012	China	C4a	YN2012-A094
KR782337	YN2012-C002	N/A	2012	Human	2012	China	C4a	YN2012-C002
KR782338	YN2012-C005	N/A	2012	Human	2012	China	C4a	YN2012-C005
KR782346	YN2012-C046	N/A	2012	Human	2012	China	C4a	YN2012-C046
KR782359	YN2013-A093	N/A	2013	Human	2013	China	C4a	YN2013-A093
KR782378	YN2013-C115	N/A	2013	Human	2013	China	C4a	YN2013-C115
KR782382	YN2013-C210	N/A	2013	Human	2013	China	C4a	YN2013-C210
KR782389	YN2013-A054	N/A	2013	Human	2013	China	C4a	YN2013-A054
KR782403	YN2013-A211	N/A	2013	Human	2013	China	C4a	YN2013-A211
KR782406	YN2013-A216	N/A	2013	Human	2013	China	C4a	YN2013-A216
KR827494	4542/Volgograd.RUS/2013	N/A	2013	Human	2013	Russia	C4	4542/Volgograd.RUS/2013
KR827506	226-15/Omsk.RUS/2014	N/A	2014-10-16	Human	2014-10-16	Russia	C4	226-15/Omsk.RUS/2014
KR827511	4292/500-Hab/EAR.RUS/2013	N/A	2013-07-22	Human	2013-07-22	Russia	C4	4292/500-Hab/EAR.RUS/2013
KT008672	116/EV71/Wenzhou/CHN/2014	N/A	2014-06-02	Human	2014-06-02	China	C4a	116/EV71/Wenzhou/CHN/2014
KT327132	311/SZ/CHN/2013	N/A	2013-07-15	Human	2013-07-15	China	C4	311/SZ/CHN/2013
KT327143	156/SZ/CHN/2011	N/A	2011-04-14	Human	2011-04-14	China	C4	156/SZ/CHN/2011
KT327145	273/SZ/CHN/2013	N/A	2013-05-23	Human	2013-05-23	China	C4	273/SZ/CHN/2013
KT327152	12/SZ/CHN/2014	N/A	2014-06-13	Human	2014-06-13	China	C4	12/SZ/CHN/2014
KT717714	10MF24_2010.06_JJ	N/A	N/A	Human	N/a	China	N/A	10MF24_2010.06_JJ
KT717717	10F72_2010.07_TZ	N/A	N/A	Human	N/a	China	N/A	10F72_2010.07_TZ
KT717731	10MJ25_2010.09_TX	N/A	N/A	Human	N/a	China	N/A	10MJ25_2010.09_TX
KT717733	10MC29_2010.07_XH	N/A	N/A	Human	N/a	China	N/A	10MC29_2010.07_XH
KT717735	10MF51_2010.09_JJ	N/A	N/A	Human	N/a	China	N/A	10MF51_2010.09_JJ
KT717739	10F86_2010.10_TZ	N/A	N/A	Human	N/a	China	N/A	10F86_2010.10_TZ
KT717741	10F85_2010.10_TZ	N/A	N/A	Human	N/a	China	N/A	10F85_2010.10_TZ
KT717748	10MF55_2010.11_JJ	N/A	N/A	Human	N/a	China	N/A	10MF55_2010.11_JJ
KT717755	11MF27_2011.05_JJ	N/A	N/A	Human	N/a	China	N/A	11MF27_2011.05_JJ
KT717762	11MF31_2011.05_JJ	N/A	N/A	Human	N/a	China	N/A	11MF31_2011.05_JJ
KT717765	11MH29_2011.07_TZ	N/A	N/A	Human	N/a	China	N/A	11MH29_2011.07_TZ
KT717773	11MC43_2011.09_XH	N/A	N/A	Human	N/a	China	N/A	11MC43_2011.09_XH
KT717777	11MC51_2011.10_XH	N/A	N/A	Human	N/a	China	N/A	11MC51_2011.10_XH
KT717785	11MC7_2011.02_XH	N/A	N/A	Human	N/a	China	N/A	11MC7_2011.02_XH
KT717788	11MF74_2011.12_JJ	N/A	N/A	Human	N/a	China	N/A	11MF74_2011.12_JJ
KT717801	12MF8_2012.02_JJ	N/A	N/A	Human	N/a	China	N/A	12MF8_2012.02_JJ
KT717812	12MA164_2012.04_TZ	N/A	N/A	Human	N/a	China	N/A	12MA164_2012.04_TZ
KT717813	12MA166_2012.04_TZ	N/A	N/A	Human	N/a	China	N/A	12MA166_2012.04_TZ
KT717818	12MJ18_2012.04_TX	N/A	N/A	Human	N/a	China	N/A	12MJ18_2012.04_TX
KT717829	12MC25_2012.05_XH	N/A	N/A	Human	N/a	China	N/A	12MC25_2012.05_XH
KT717842	12MH69_2012.08_TZ	N/A	N/A	Human	N/a	China	N/A	12MH69_2012.08_TZ
KT717866	13MH10_2013.05_TZ	N/A	N/A	Human	N/a	China	N/A	13MH10_2013.05_TZ
KT717875	13MA232_2013.07_TZ	N/A	N/A	Human	N/a	China	N/A	13MA232_2013.07_TZ
KT717877	13MJ29_2013.06_TX	N/A	N/A	Human	N/a	China	N/A	13MJ29_2013.06_TX
KT818795	GUI13_365	N/A	2013	Human	2013	Guinea	C	GUI13_365
KU133645	437-CSF/EV71/RUS/Omsk/2013	N/A	2013	Human	2013	Russia	N/A	437-CSF/EV71/RUS/Omsk/2013
KU159435	C4-ND-137_Vietnam:VungTau_2012-05-20	N/A	2012-05-20	Human	2012-05-20	Viet Nam	C4	C4-ND-137_Vietnam_VungTau_2012-05-20
KU159444	B5-ND-03_Vietnam:Hanoi_2012-01-08	N/A	2012-01-08	Human	2012-01-08	Viet Nam	B5	B5-ND-03_Vietnam_Hanoi_2012-01-08
KU159450	C4-ND-10_Vietnam:Hanoi_2012-01-16	N/A	2012-01-16	Human	2012-01-16	Viet Nam	C4	C4-ND-10_Vietnam_Hanoi_2012-01-16
KU159453	C4-ND-15_Vietnam:Hanoi_2012-02-15	N/A	2012-02-15	Human	2012-02-15	Viet Nam	C4	C4-ND-15_Vietnam_Hanoi_2012-02-15
KU159462	C4-ND-40_Vietnam:AnGiang_2012-01-05	N/A	2012-01-05	Human	2012-01-05	Viet Nam	C4	C4-ND-40_Vietnam_AnGiang_2012-01-05
KU159472	C4-ND-63_Vietnam:HoChiMinh_2012-04-10	N/A	2012-04-10	Human	2012-04-10	Viet Nam	C4	C4-ND-63_Vietnam_HoChiMinh_2012-04-10
KU159476	C4-ND-89_Vietnam:HoChiMinh_2012-02-23	N/A	2012-02-23	Human	2012-02-23	Viet Nam	C4	C4-ND-89_Vietnam_HoChiMinh_2012-02-23
KU159485	C4-ND-106_Vietnam:TraVinh_2012-04-09	N/A	2012-04-09	Human	2012-04-09	Viet Nam	C4	C4-ND-106_Vietnam_TraVinh_2012-04-09
KU159489	C4-ND-116_Vietnam:LongAn_2012-04-20	N/A	2012-04-20	Human	2012-04-20	Viet Nam	C4	C4-ND-116_Vietnam_LongAn_2012-04-20
KU159491	C4-ND-121_Vietnam:TienGiang_2012-04-24	N/A	2012-04-24	Human	2012-04-24	Viet Nam	C4	C4-ND-121_Vietnam_TienGiang_2012-04-24
KU159493	B5-ND-124_Vietnam:TayNinh_2012-04-20	N/A	2012-04-20	Human	2012-04-20	Viet Nam	B5	B5-ND-124_Vietnam_TayNinh_2012-04-20
KU159499	C4-ND-132_Vietnam:LongAn_2012-05-14	N/A	2012-05-14	Human	2012-05-14	Viet Nam	C4	C4-ND-132_Vietnam_LongAn_2012-05-14
KU159512	C4-ND-169_Vietnam:DongThap_2012-02-16	N/A	2012-02-16	Human	2012-02-16	Viet Nam	C4	C4-ND-169_Vietnam_DongThap_2012-02-16
KU376383	15XCHFM-2	N/A	2015	Human	2015	China	C4a	15XCHFM-2
KU578267	12/SHENZHEN/12/China/HFMD severe/2012	N/A	2012-02-17	Human	2012-02-17	China	C4a	12/SHENZHEN/12/China/HFMDsevere/2012
KU595724	EV71/FJXM009/CHN/2010	N/A	2010	Human	2010	China	N/A	EV71/FJXM009/CHN/2010
KU595737	EV71/FJQZ023/CHN/2010	N/A	2010	Human	2010	China	N/A	EV71/FJQZ023/CHN/2010
KU595742	EV71/FJZZ002/CHN/2010	N/A	2010	Human	2010	China	N/A	EV71/FJZZ002/CHN/2010
KU595745	EV71/FJZZ010/CHN/2010	N/A	2010	Human	2010	China	N/A	EV71/FJZZ010/CHN/2010
KU595747	EV71/FJNP007/CHN/2010	N/A	2010	Human	2010	China	N/A	EV71/FJNP007/CHN/2010
KU595767	EV71/FJSM004/CHN/2011	N/A	2011	Human	2011	China	N/A	EV71/FJSM004/CHN/2011
KU595784	EV71/FJQZ034/CHN/2011	N/A	2011	Human	2011	China	N/A	EV71/FJQZ034/CHN/2011
KU595787	EV71/FJSM013/CHN/2011	N/A	2011	Human	2011	China	N/A	EV71/FJSM013/CHN/2011
KU595788	EV71/FJFZ001/CHN/2012	N/A	2012	Human	2012	China	N/A	EV71/FJFZ001/CHN/2012
KU595795	EV71/FJXM048/CHN/2012	N/A	2012	Human	2012	China	N/A	EV71/FJXM048/CHN/2012
KU595805	EV71/FJQZ002/CHN/2012	N/A	2012	Human	2012	China	N/A	EV71/FJQZ002/CHN/2012
