accession	name	segment	date	host	country	abbreviation	virus	strain
MG756712	TW-72031-2008		2008-XX-XX	Human	2008	Taiwan		TW-72031-2008
MG756722	TW-71215-2011		2011-XX-XX	Human	2011	Taiwan		TW-71215-2011
MG756732	TW-01807-2012		2012-XX-XX	Human	2012	Taiwan		TW-01807-2012
MG756733	TW-01889-2012		2012-XX-XX	Human	2012	Taiwan		TW-01889-2012
MG756734	TW-01904-2012		2012-XX-XX	Human	2012	Taiwan		TW-01904-2012
MH111073	C068/CHW/AUS/2016		2016-08-14	Human	2016-08-14	Australia	A71	C068/CHW/AUS/2016
MH484067	5N		2016-XX-XX	Human	2016	Spain		5N
MH484068	6N		2016-XX-XX	Human	2016	Spain		6N
MH511181	100-p0		2017-08-10	Unknown	2017-08-10	China	C4	100-p0
MH716265	B5-8		2014-11-26	Human	2014-11-26	Viet Nam	B5	B5-8
MH716270	B5-13		2014-10-16	Human	2014-10-16	Viet Nam	B5	B5-13
MH716303	B5-46		2013-08-26	Human	2013-08-26	Viet Nam	B5	B5-46
MH716339	B5-82		2013-07-20	Human	2013-07-20	Viet Nam	B5	B5-82
MH716340	B5-83		2014-08-06	Human	2014-08-06	Viet Nam	B5	B5-83
MH716342	B5-85		2013-08-21	Human	2013-08-21	Viet Nam	B5	B5-85
MH716349	B5-92		2014-12-08	Human	2014-12-08	Viet Nam	B5	B5-92
MH716365	B5-108		2014-10-15	Human	2014-10-15	Viet Nam	B5	B5-108
MH716372	B5-115		2013-09-18	Human	2013-09-18	Viet Nam	B5	B5-115
MH716374	B5-117		2014-06-27	Human	2014-06-27	Viet Nam	B5	B5-117
MH716378	B5-121		2014-08-21	Human	2014-08-21	Viet Nam	B5	B5-121
MH716379	B5-122		2013-08-13	Human	2013-08-13	Viet Nam	B5	B5-122
MH716388	B5-131		2014-01-15	Human	2014-01-15	Viet Nam	B5	B5-131
MH716391	B5-134		2013-08-28	Human	2013-08-28	Viet Nam	B5	B5-134
MK652139	USA/2018-23092		2018-11-XX	Human	2018-11	USA		USA/2018-23092
MK697687	Sydney18		2013-04-XX	Human	2013-04	Australia		Sydney18
MN053435	SB6-297-2		2006-XX-XX	Human	2006	Malaysia	B5	SB6-297-2
AB204853	BrCr		20XX-XX-XX	Unknown	N/a		71	BrCr
AB575927	11316		1986-XX-XX	Unknown	1986	Netherlands		11316
DQ341365	PP37-MAL-01		20XX-XX-XX	Unknown	N/a	Malaysia		PP37-MAL-01
JN864020	EV71/Ningbo.CHN/069/2010		2010-XX-XX	Human	2010	China	C4	EV71/Ningbo.CHN/069/2010
JQ681218	H8-1		2008-XX-XX	Human	2008	China		H8-1
JX678881	HeN09-17/HeN/CHN/2009		2009-02-22	Human	2009-02-22	China	C4	HeN09-17/HeN/CHN/2009
KC436267	V06-2218645		2006-04-XX	Human	2006-04	Hong Kong		V06-2218645
KC436271	V09-2225777		2009-05-XX	Human	2009-05	Hong Kong		V09-2225777
KC954664	VR1432		2009-XX-XX	Human	2009	China	71	VR1432
KF974795	M654-TW12		2012-XX-XX	Human	2012	Taiwan		M654-TW12
KJ004555	EV71/Hun12-10/2012		2012-XX-XX	Human	2012	China	C4	EV71/Hun12-10/2012
KJ632497	wenzhou011		2011-XX-XX	Human	2011	China		wenzhou011
KJ686141	EV71/Homo sapiens/VNM/213/2011		2011-11-06	Human	2011-11-06	Viet Nam		EV71/Homosapiens/VNM/213/2011
KJ686151	EV71/Homo sapiens/VNM/153/2012		2012-05-31	Human	2012-05-31	Viet Nam		EV71/Homosapiens/VNM/153/2012
KJ686152	EV71/Homo sapiens/VNM/135/2012		2012-05-02	Human	2012-05-02	Viet Nam		EV71/Homosapiens/VNM/135/2012
KJ686160	EV71/Homo sapiens/VNM/46/2012		2012-01-13	Human	2012-01-13	Viet Nam		EV71/Homosapiens/VNM/46/2012
KJ686167	EV71/Homo sapiens/VNM/228/2011		2011-11-30	Human	2011-11-30	Viet Nam		EV71/Homosapiens/VNM/228/2011
KJ686169	EV71/Homo sapiens/VNM/8/2011		2011-10-07	Human	2011-10-07	Viet Nam		EV71/Homosapiens/VNM/8/2011
KJ686174	EV71/Homo sapiens/VNM/110/2012		2012-03-31	Human	2012-03-31	Viet Nam		EV71/Homosapiens/VNM/110/2012
KJ686193	EV71/Homo sapiens/VNM/184/2012		2012-12-21	Human	2012-12-21	Viet Nam		EV71/Homosapiens/VNM/184/2012
KJ686199	EV71/Homo sapiens/VNM/160/2012		2012-07-04	Human	2012-07-04	Viet Nam		EV71/Homosapiens/VNM/160/2012
KJ686200	EV71/Homo sapiens/VNM/241/2011		2011-12-05	Human	2011-12-05	Viet Nam		EV71/Homosapiens/VNM/241/2011
KJ686219	EV71/Homo sapiens/VNM/164/2012		2012-08-23	Human	2012-08-23	Viet Nam		EV71/Homosapiens/VNM/164/2012
KJ686228	EV71/Homo sapiens/VNM/31/2011		2011-11-26	Human	2011-11-26	Viet Nam		EV71/Homosapiens/VNM/31/2011
KJ686229	EV71/Homo sapiens/VNM/4/2011		2011-09-18	Human	2011-09-18	Viet Nam		EV71/Homosapiens/VNM/4/2011
KJ686231	EV71/Homo sapiens/VNM/210/2011		2011-10-31	Human	2011-10-31	Viet Nam		EV71/Homosapiens/VNM/210/2011
KJ686236	EV71/Homo sapiens/VNM/148/2012		2012-05-21	Human	2012-05-21	Viet Nam		EV71/Homosapiens/VNM/148/2012
KJ686238	EV71/Homo sapiens/VNM/7/2011		2011-09-29	Human	2011-09-29	Viet Nam		EV71/Homosapiens/VNM/7/2011
KJ686246	EV71/Homo sapiens/VNM/169/2012		2012-09-21	Human	2012-09-21	Viet Nam		EV71/Homosapiens/VNM/169/2012
KJ686250	EV71/Homo sapiens/VNM/173/2012		2012-10-30	Human	2012-10-30	Viet Nam		EV71/Homosapiens/VNM/173/2012
KJ686254	EV71/Homo sapiens/VNM/149/2012		2012-05-22	Human	2012-05-22	Viet Nam		EV71/Homosapiens/VNM/149/2012
KJ686258	EV71/Homo sapiens/VNM/42/2011		2011-12-29	Human	2011-12-29	Viet Nam		EV71/Homosapiens/VNM/42/2011
KJ686286	EV71/Homo sapiens/VNM/99/2012		2012-03-25	Human	2012-03-25	Viet Nam		EV71/Homosapiens/VNM/99/2012
KJ686287	EV71/Homo sapiens/VNM/155/2012		2012-06-06	Human	2012-06-06	Viet Nam		EV71/Homosapiens/VNM/155/2012
KJ686293	EV71/Homo sapiens/VNM/144/2012		2012-05-12	Human	2012-05-12	Viet Nam		EV71/Homosapiens/VNM/144/2012
KJ686301	EV71/Homo sapiens/VNM/12/2011		2011-10-11	Human	2011-10-11	Viet Nam		EV71/Homosapiens/VNM/12/2011
KJ686302	EV71/Homo sapiens/VNM/62/2012		2012-02-07	Human	2012-02-07	Viet Nam		EV71/Homosapiens/VNM/62/2012
KJ686308	EV71/Homo sapiens/VNM/191/2011		2011-10-04	Human	2011-10-04	Viet Nam		EV71/Homosapiens/VNM/191/2011
KJ746494	306B		2010-XX-XX	Human	2010	China		306B
KJ784495	HuzhouE371/2011/CHN		2011-04-20	Unknown	2011-04-20	China		HuzhouE371/2011/CHN
KM591215	wh029		2010-06-XX	Human	2010-06	China		wh029
KP289418	EV71/P1031/2013/China		2013-XX-XX	Human	2013	China		EV71/P1031/2013/China
KP289423	EV71/P222/2013/China		2013-XX-XX	Human	2013	China		EV71/P222/2013/China
KP289430	EV71/P868/2013/China		2013-XX-XX	Human	2013	China		EV71/P868/2013/China
KP289432	EV71/P990/2013/China		2013-XX-XX	Human	2013	China		EV71/P990/2013/China
KP308403	EV71/Homo sapiens/KHM/297/2012		2012-08-26	Human	2012-08-26	Cambodia		EV71/Homosapiens/KHM/297/2012
KP308406	EV71/Homo sapiens/KHM/397/2012		2012-08-31	Human	2012-08-31	Cambodia		EV71/Homosapiens/KHM/397/2012
KP308412	EV71/Homo sapiens/KHM/377/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/377/2012
KP308414	EV71/Homo sapiens/KHM/277/2012		2012-07-30	Human	2012-07-30	Cambodia		EV71/Homosapiens/KHM/277/2012
KP308417	EV71/Homo sapiens/KHM/285/2012		2012-08-09	Human	2012-08-09	Cambodia		EV71/Homosapiens/KHM/285/2012
KP308422	EV71/Homo sapiens/KHM/362/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/362/2012
KP308425	EV71/Homo sapiens/KHM/374/2012		2012-07-17	Human	2012-07-17	Cambodia		EV71/Homosapiens/KHM/374/2012
KP308426	EV71/Homo sapiens/KHM/319/2013		2013-09-23	Human	2013-09-23	Cambodia		EV71/Homosapiens/KHM/319/2013
KP308433	EV71/Homo sapiens/KHM/271/2012		2012-07-29	Human	2012-07-29	Cambodia		EV71/Homosapiens/KHM/271/2012
KP691662	02-1-005		2013-07-19	Unknown	2013-07-19	Viet Nam		02-1-005
KT428645	EV71/SZ07/CHN/2014		2014-04-XX	Human	2014-04	China		EV71/SZ07/CHN/2014
KT428646	EV71/SZ12/CHN/2014		2014-04-XX	Human	2014-04	China		EV71/SZ12/CHN/2014
KU159440	C4-ND-171_Vietnam:BinhDuong_2012-02-18		2012-02-18	Human	2012-02-18	Viet Nam	C4	C4-ND-171_Vietnam_BinhDuong_2012-02-18
KU159441	C4-ND-198_Vietnam:HoChiMinh_2012-03-21		2012-03-21	Human	2012-03-21	Viet Nam	C4	C4-ND-198_Vietnam_HoChiMinh_2012-03-21
KU574619	EV-A71/PMKA1300/THA/2011		2011-06-24	Human	2011-06-24	Thailand		EV-A71/PMKA1300/THA/2011
KX197462	SEP006		2012-06-23	Human	2012-06-23	Cambodia	C4a	SEP006
KX430820	EVA71/Homosapiens/VNM/13.2/2012		2012-XX-XX	Human	2012	Viet Nam	EV-A71	EVA71/Homosapiens/VNM/13.2/2012
LC626878	1888-Yamagata-2012		2012-XX-XX	Unknown	2012	Japan		1888-Yamagata-2012
LC626879	1859-Yamagata-2012		2012-XX-XX	Unknown	2012	Japan		1859-Yamagata-2012
LC626885	K404-Sendai-2003		2003-XX-XX	Human	2003	Japan		K404-Sendai-2003
LC626898	1138-Yamagata-2003		2003-XX-XX	Unknown	2003	Japan		1138-Yamagata-2003
LC627067	15NHP003		2015-XX-XX	Human	2015	Viet Nam		15NHP003
LC627080	16NHP400		2016-XX-XX	Human	2016	Viet Nam		16NHP400
LC627091	16NHP455		2016-XX-XX	Human	2016	Viet Nam		16NHP455
LK985324	subgenotype B5		20XX-XX-XX	Unknown	N/a	France		subgenotypeB5
MW655539	EVA71/KM18A/Kunming/CHN/2019		2019-09-XX	Human	2019-09	China	C4a	EVA71/KM18A/Kunming/CHN/2019
AB550340	KED005-org		20XX-XX-XX	Unknown	N/a	Malaysia		KED005-org
AB575911	10076		1966-XX-XX	Unknown	1966	Netherlands		10076
AB575913	11977		1971-XX-XX	Unknown	1971	Netherlands		11977
AB575928	11590		1986-XX-XX	Unknown	1986	Netherlands		11590
AM396587	UH1/PM/1997		20XX-XX-XX	Unknown	N/a	Malaysia		UH1/PM/1997
EU414332	ST-CH-06		20XX-XX-XX	Unknown	N/a	Switzerland		ST-CH-06
EU527983	2007-07364		2007-XX-XX	Unknown	2007	Taiwan		2007-07364
EU703814	EV71/Fuyang.Anhui.P.R.C/17.08/3		2008-04-XX	Human	2008-04	China		EV71/Fuyang.Anhui.P.R.C/17.08/3
EU753365	518-03F/SD/CHN/07		2007-05-18	Human	2007-05-18	China		518-03F/SD/CHN/07
EU753397	523-05T/SD/CHN/07		2007-05-23	Human	2007-05-23	China		523-05T/SD/CHN/07
FJ357373	S0584-TW04		2004-XX-XX	Human	2004	Taiwan		S0584-TW04
FJ357380	237-TW86		1986-XX-XX	Human	1986	Taiwan		237-TW86
FJ357385	M0380-TW08		2008-XX-XX	Human	2008	Taiwan		M0380-TW08
FJ461781	NUH0083/SIN/08		20XX-XX-XX	Unknown	N/a	Singapore	EV71	NUH0083/SIN/08
FJ606450	BJ08-Z025-5		2008-07-XX	Human	2008-07	China		BJ08-Z025-5
GQ231941	TW/96002/08		20XX-XX-XX	Human	N/a	Taiwan		TW/96002/08
GQ231942	TW/96016/08		20XX-XX-XX	Human	N/a	Taiwan		TW/96016/08
GQ994991	Chongqing3-09-China		2009-04-XX	Human	2009-04	China		Chongqing3-09-China
GU198368	C1/FY08-C30-P9		2008-05-XX	Human	2008-05	China		C1/FY08-C30-P9
GU198369	C1/FY08-C30-P11		2008-05-XX	Human	2008-05	China		C1/FY08-C30-P11
HM245928	EV71/Henan/399/2010		2010-XX-XX	Human	2010	China		EV71/Henan/399/2010
HM807310	cmuh-050530-5		2005-08-XX	Human	2005-08	Taiwan		cmuh-050530-5
HQ424433	124151		2010-02-04	Human	2010-02-04	Greece		124151
HQ647179	EV144_06		2006-09-XX	Human	2006-09	Canada		EV144_06
HQ647180	EV034_06		2006-07-XX	Human	2006-07	Canada		EV034_06
HQ694983	BZ200805		2008-05-08	Human	2008-05-08	China		BZ200805
HQ891923	Shanghai 27-2009		2009-XX-XX	Human	2009	China		Shanghai27-2009
HQ891924	Shanghai 28-2009		2009-XX-XX	Human	2009	China		Shanghai28-2009
JF738001	THA-EV71-019		2009-09-XX	Human	2009-09	Thailand		THA-EV71-019
JF894381	MP9-1		2011-03-05	Human	2011-03-05	China		MP9-1
JN256061	G398-1037F/HeN/CHN/2009		20XX-XX-XX	Human	N/a	China		G398-1037F/HeN/CHN/2009
JQ517316	Kaifeng/2010		2010-04-XX	Human	2010-04	China		Kaifeng/2010
JQ708210	TS		2009-06-03	Human	2009-06-03	China		TS
JQ806378	35/Jingdezhen/China/HFMD_Severe/2011		2011-03-XX	Human	2011-03	China	C4A	35/Jingdezhen/China/HFMD_Severe/2011
JX017384	01011Y		2011-XX-XX	Human	2011	China	EV71	01011Y
KT354868	N1745-TW08/VP1-K98E		2011-07-01	Human	2011-07-01	Taiwan		N1745-TW08/VP1-K98E
KT354869	N1745-TW08/VP1-K98E+E145Q		2011-07-01	Human	2011-07-01	Taiwan		N1745-TW08/VP1-K98E+E145Q
KT354874	N7008-TW99/VP1-Q145E		2011-07-01	Human	2011-07-01	Taiwan		N7008-TW99/VP1-Q145E
KU936123	SHAPHC5271/SH/CHN/14		2014-03-28	Human	2014-03-28	China	C4a	SHAPHC5271/SH/CHN/14
KX197463	SEP014_EV-A71		2012-06-28	Human	2012-06-28	Cambodia	C4a	SEP014_EV-A71
KX372317	SiICRC04/TH/2012		2012-07-26	Human	2012-07-26	Thailand		SiICRC04/TH/2012
KX372318	SiICRC05/TH/2012		2012-08-28	Human	2012-08-28	Thailand		SiICRC05/TH/2012
KX372319	SiICRC06/TH/2012		2012-09-12	Human	2012-09-12	Thailand		SiICRC06/TH/2012
KX372320	SiICRC09/TH/2012		2012-10-01	Human	2012-10-01	Thailand		SiICRC09/TH/2012
LC321992	31170151		2017-XX-XX	Human	2017	Japan		31170151
LC375766	2716-Yamagata-03		2003-XX-XX	Human	2003	Japan		2716-Yamagata-03
LC626881	N803-Sendai-2003		2003-XX-XX	Human	2003	Japan		N803-Sendai-2003
LC626894	2488-Yamagata-2006		2006-XX-XX	Human	2006	Japan		2488-Yamagata-2006
LC627074	15NHP128		2015-XX-XX	Human	2015	Viet Nam		15NHP128
LC627085	15NHP107		2015-XX-XX	Human	2015	Viet Nam		15NHP107
LC627089	16NHP436		2016-XX-XX	Human	2016	Viet Nam		16NHP436
LR027529	04	BAY180009	FRA16		N/a	Unknown		04
LR027535	17	VSV286035	FRA16		N/a	Unknown		17
LR027539	26	PMB501259	FRA17		N/a	Unknown		26
LT719067	CAE-LIT-CIP-041-08		2008-XX-XX	Human	2008	Cameroon		CAE-LIT-CIP-041-08
MF662678	R165/YN/CHN/2009		2009-07-14	Human	2009-07-14	China		R165/YN/CHN/2009
MF662690	R22/YN/CHN/2011		2011-06-19	Human	2011-06-19	China		R22/YN/CHN/2011
MF662693	RW14/YN/CHN/2012		2012-06-14	Human	2012-06-14	China		RW14/YN/CHN/2012
MF662699	K34/YN/CHN/2013		2013-10-12	Human	2013-10-12	China		K34/YN/CHN/2013
MF662700	K38/YN/CHN/2013		2013-10-15	Human	2013-10-15	China		K38/YN/CHN/2013
MF662701	R50/YN.CHN/2013		2013-10-27	Human	2013-10-27	China		R50/YN.CHN/2013
MG207963	6-4/XY/CHN/2017		2017-05-13	Human	2017-05-13	China		6-4/XY/CHN/2017
MG367601	DK16-08		2016-06-XX	Human	2016-06	Denmark	C	DK16-08
MG520666	EV71-NJ2017iso2		2017-XX-XX	Unknown	2017	China		EV71-NJ2017iso2
MG581490	EV71-NJ2017iso1		2017-XX-XX	Human	2017	China		EV71-NJ2017iso1
MG674288	B5-141-6-5-TW-11		20XX-XX-XX	Human	N/a	Taiwan	B5	B5-141-6-5-TW-11
MG756697	TW-01361-2005		2005-XX-XX	Human	2005	Taiwan		TW-01361-2005
MG756703	TW-70751-2005		2005-XX-XX	Human	2005	Taiwan		TW-70751-2005
MG756714	TW-72523-2008		2008-XX-XX	Human	2008	Taiwan		TW-72523-2008
MG756715	TW-01100-2010		2010-XX-XX	Human	2010	Taiwan		TW-01100-2010
MG756726	TW-00583-2012		2012-XX-XX	Human	2012	Taiwan		TW-00583-2012
MG756728	TW-01485-2012		2012-XX-XX	Human	2012	Taiwan		TW-01485-2012
MG756731	TW-01788-2012		2012-XX-XX	Human	2012	Taiwan		TW-01788-2012
MG756738	TW-02314-2012		2012-XX-XX	Human	2012	Taiwan		TW-02314-2012
MG756741	TW-03112-2012		2012-XX-XX	Human	2012	Taiwan		TW-03112-2012
MG756742	TW-50193-2012		2012-XX-XX	Human	2012	Taiwan		TW-50193-2012
MG756752	TW-51126-2012		2012-XX-XX	Human	2012	Taiwan		TW-51126-2012
MG756753	TW-51135-2012		2012-XX-XX	Human	2012	Taiwan		TW-51135-2012
MG756754	TW-50144-2013		2013-XX-XX	Human	2013	Taiwan		TW-50144-2013
MH484071	17F		2016-XX-XX	Human	2016	Spain		17F
MH511192	100-p36-T1		2017-08-10	Unknown	2017-08-10	China	C4	100-p36-T1
MH511202	101-p31-T3		2017-08-10	Unknown	2017-08-10	China	C4	101-p31-T3
MH716250	C4-3		2015-03-28	Human	2015-03-28	Viet Nam	C4	C4-3
MH716252	C4-5		2014-09-13	Human	2014-09-13	Viet Nam	C4	C4-5
MH716271	B5-14		2014-11-21	Human	2014-11-21	Viet Nam	B5	B5-14
MH716274	B5-17		2014-10-15	Human	2014-10-15	Viet Nam	B5	B5-17
MH716275	B5-18		2015-03-21	Human	2015-03-21	Viet Nam	B5	B5-18
MH716276	B5-19		2015-03-25	Human	2015-03-25	Viet Nam	B5	B5-19
MH716283	B5-26		2014-10-02	Human	2014-10-02	Viet Nam	B5	B5-26
MH716286	B5-29		2014-10-16	Human	2014-10-16	Viet Nam	B5	B5-29
MH716330	B5-73		2014-11-16	Human	2014-11-16	Viet Nam	B5	B5-73
MH716331	B5-74		2014-11-04	Human	2014-11-04	Viet Nam	B5	B5-74
MH716334	B5-77		2013-07-17	Human	2013-07-17	Viet Nam	B5	B5-77
MH716338	B5-81		2013-09-25	Human	2013-09-25	Viet Nam	B5	B5-81
MH716362	B5-105		2014-05-21	Human	2014-05-21	Viet Nam	B5	B5-105
MH716371	B5-114		2013-11-07	Human	2013-11-07	Viet Nam	B5	B5-114
MN966514	R59/YN/CHN/2016		2016-03-23	Human	2016-03-23	China	A71	R59/YN/CHN/2016
MT360988	F17		2008-XX-XX	Unknown	2008	Taiwan	B5	F17
MT360991	No.1		2008-XX-XX	Unknown	2008	Taiwan	B5	No.1
MT360998	No.40		2008-XX-XX	Unknown	2008	Taiwan	B5	No.40
MT708805	2019-EV-A71-R431		2019-XX-XX	Human	2019	China		2019-EV-A71-R431
DQ341359	S10862-SAR-98		20XX-XX-XX	Unknown	N/a	Malaysia		S10862-SAR-98
DQ341361	1M-AUS-12-00		20XX-XX-XX	Unknown	N/a	Australia		1M-AUS-12-00
JN864021	EV71/Ningbo.CHN/076/2009		2010-XX-XX	Human	2010	China	C4	EV71/Ningbo.CHN/076/2009
JX678878	FY17.08-7/AH/CHN/2008		2008-04-XX	Human	2008-04	China	C4	FY17.08-7/AH/CHN/2008
JX678879	FY17.08-8/AH/CHN/2008		2008-04-XX	Human	2008-04	China	C4	FY17.08-8/AH/CHN/2008
JX678880	HeN09-1/HeN/CHN/2009		2009-02-16	Human	2009-02-16	China	C4	HeN09-1/HeN/CHN/2009
JX986737	Wuhan1042/HuB/CHN/2011		2011-XX-XX	Human	2011	China	C4	Wuhan1042/HuB/CHN/2011
KC954662	Anhui2007		2007-XX-XX	Human	2007	China	71	Anhui2007
KC954663	GDV103		2008-XX-XX	Human	2008	China	71	GDV103
KF134486	A2011125		2011-XX-XX	Human	2011	Taiwan		A2011125
KF514879	TLLm		20XX-XX-XX	Unknown	N/a			TLLm
KF974779	M314-TW08		2008-XX-XX	Human	2008	Taiwan		M314-TW08
KF974793	M990-TW12		2012-XX-XX	Human	2012	Taiwan		M990-TW12
KF974798	M1577-TW12		2012-XX-XX	Human	2012	Taiwan		M1577-TW12
KJ004552	EV71/Hun11-32/2011		2011-XX-XX	Human	2011	China	C4	EV71/Hun11-32/2011
KJ004553	EV71/Hun11-4/2011		2011-XX-XX	Human	2011	China	C4	EV71/Hun11-4/2011
KJ004557	EV71/NX10-36/2010		2010-XX-XX	Human	2010	China	C4	EV71/NX10-36/2010
KJ400360	Rostov		2013-09-XX	Human	2013-09	Russia	C4	Rostov
KJ632498	wenzhou256		2011-XX-XX	Human	2011	China		wenzhou256
KJ686127	EV71/Homo sapiens/VNM/219/2011		2011-11-17	Human	2011-11-17	Viet Nam		EV71/Homosapiens/VNM/219/2011
KJ686137	EV71/Homo sapiens/VNM/133/2012		2012-04-25	Human	2012-04-25	Viet Nam		EV71/Homosapiens/VNM/133/2012
KJ686144	EV71/Homo sapiens/VNM/94/2012		2012-03-18	Human	2012-03-18	Viet Nam		EV71/Homosapiens/VNM/94/2012
KJ686163	EV71/Homo sapiens/VNM/136/2012		2012-05-02	Human	2012-05-02	Viet Nam		EV71/Homosapiens/VNM/136/2012
KJ686164	EV71/Homo sapiens/VNM/10/2011		2011-10-10	Human	2011-10-10	Viet Nam		EV71/Homosapiens/VNM/10/2011
KJ686171	EV71/Homo sapiens/VNM/29/2011		2011-11-14	Human	2011-11-14	Viet Nam		EV71/Homosapiens/VNM/29/2011
KJ686198	EV71/Homo sapiens/VNM/205/2011		2011-10-20	Human	2011-10-20	Viet Nam		EV71/Homosapiens/VNM/205/2011
KJ686206	EV71/Homo sapiens/VNM/51/2012		2012-01-19	Human	2012-01-19	Viet Nam		EV71/Homosapiens/VNM/51/2012
KJ686222	EV71/Homo sapiens/VNM/179/2012		2012-11-22	Human	2012-11-22	Viet Nam		EV71/Homosapiens/VNM/179/2012
KJ686224	EV71/Homo sapiens/VNM/154/2012		2012-06-06	Human	2012-06-06	Viet Nam		EV71/Homosapiens/VNM/154/2012
KJ686226	EV71/Homo sapiens/VNM/157/2012		2012-06-20	Human	2012-06-20	Viet Nam		EV71/Homosapiens/VNM/157/2012
KJ686241	EV71/Homo sapiens/VNM/107/2012		2012-03-29	Human	2012-03-29	Viet Nam		EV71/Homosapiens/VNM/107/2012
KJ686243	EV71/Homo sapiens/VNM/61/2012		2012-02-06	Human	2012-02-06	Viet Nam		EV71/Homosapiens/VNM/61/2012
KJ686249	EV71/Homo sapiens/VNM/166/2012		2012-09-08	Human	2012-09-08	Viet Nam		EV71/Homosapiens/VNM/166/2012
KJ686262	EV71/Homo sapiens/VNM/53/2012		2012-01-25	Human	2012-01-25	Viet Nam		EV71/Homosapiens/VNM/53/2012
KJ686263	EV71/Homo sapiens/VNM/131/2012		2012-04-25	Human	2012-04-25	Viet Nam		EV71/Homosapiens/VNM/131/2012
KJ686277	EV71/Homo sapiens/VNM/121/2012		2012-04-16	Human	2012-04-16	Viet Nam		EV71/Homosapiens/VNM/121/2012
KJ686288	EV71/Homo sapiens/VNM/38/2011		2011-12-18	Human	2011-12-18	Viet Nam		EV71/Homosapiens/VNM/38/2011
KJ686292	EV71/Homo sapiens/VNM/79/2012		2012-02-29	Human	2012-02-29	Viet Nam		EV71/Homosapiens/VNM/79/2012
KJ686307	EV71/Homo sapiens/VNM/215/2011		2011-11-10	Human	2011-11-10	Viet Nam		EV71/Homosapiens/VNM/215/2011
KP198623	Hubei-WH/CHN/2012		2012-05-26	Human	2012-05-26	China		Hubei-WH/CHN/2012
KP274876	Taipei/C2-Y100/2011		2011-03-05	Human	2011-03-05	Taiwan	C2	Taipei/C2-Y100/2011
KP274877	Taipei/B4-01/2011		2011-03-05	Human	2011-03-05	Taiwan	B4	Taipei/B4-01/2011
KP289420	EV71/P123/2013/China		2013-XX-XX	Human	2013	China		EV71/P123/2013/China
KP289425	EV71/P352/2013/China		2013-XX-XX	Human	2013	China		EV71/P352/2013/China
KP308402	EV71/Homo sapiens/KHM/310/2012		2012-11-13	Human	2012-11-13	Cambodia		EV71/Homosapiens/KHM/310/2012
KP308405	EV71/Homo sapiens/KHM/376/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/376/2012
KP308409	EV71/Homo sapiens/KHM/353/2012		2012-07-14	Human	2012-07-14	Cambodia		EV71/Homosapiens/KHM/353/2012
KP308423	EV71/Homo sapiens/KHM/361/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/361/2012
KP308424	EV71/Homo sapiens/KHM/388/2012		2012-07-19	Human	2012-07-19	Cambodia		EV71/Homosapiens/KHM/388/2012
KP308444	EV71/Homo sapiens/KHM/398/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/398/2012
KP308447	EV71/Homo sapiens/KHM/349/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/349/2012
KP308451	EV71/Homo sapiens/KHM/300/2012		2012-09-06	Human	2012-09-06	Cambodia		EV71/Homosapiens/KHM/300/2012
KP308452	EV71/Homo sapiens/KHM/393/2012		2012-07-24	Human	2012-07-24	Cambodia		EV71/Homosapiens/KHM/393/2012
KP308456	EV71/Homo sapiens/KHM/308/2012		2012-11-05	Human	2012-11-05	Cambodia		EV71/Homosapiens/KHM/308/2012
KP308458	EV71/Homo sapiens/KHM/316/2013		2013-02-25	Human	2013-02-25	Cambodia		EV71/Homosapiens/KHM/316/2013
KP691650	02-0-072		2013-11-04	Unknown	2013-11-04	Viet Nam		02-0-072
KP691651	02-1-042		2013-09-12	Unknown	2013-09-12	Viet Nam		02-1-042
KR045291	THA_A575		2012-07-18	Human	2012-07-18	Thailand	B5	THA_A575
KR045293	THA_A683		2012-07-24	Human	2012-07-24	Thailand	B5	THA_A683
KR045294	THA_A847		2012-08-07	Human	2012-08-07	Thailand	B5	THA_A847
KR045301	THA_A1564		2014-09-29	Human	2014-09-29	Thailand	B5	THA_A1564
KR045303	THA_A1219		2014-01-06	Human	2014-01-06	Thailand	C4	THA_A1219
KT008671	109/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	109/EV71/Wenzhou/CHN/2014
KT008672	116/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	116/EV71/Wenzhou/CHN/2014
KU159435	C4-ND-137_Vietnam:VungTau_2012-05-20		2012-05-20	Human	2012-05-20	Viet Nam	C4	C4-ND-137_Vietnam_VungTau_2012-05-20
KU641502	45849/BE/DE 2015		2015-07-XX	Human	2015-07	Germany	A71	45849/BE/DE2015
KU936122	SHAPHC5267/SH/CHN/14		2014-03-28	Human	2014-03-28	China	C4a	SHAPHC5267/SH/CHN/14
KU936128	SHAPHC5365/SH/CHN/14		2014-05-04	Human	2014-05-04	China	C4a	SHAPHC5365/SH/CHN/14
