accession	name	segment	date	host	country	abbreviation	virus	strain
JQ003951	EV71/Ningbo.CHN/310/2009		2009-07-03	Human	2009-07-03	China	C4	EV71/Ningbo.CHN/310/2009
JQ003959	EV71/Ningbo.CHN/216/2003		2003-05-17	Human	2003-05-17	China	C4	EV71/Ningbo.CHN/216/2003
JQ003971	EV71/Yuyao.CHN/244/2010		2010-07-17	Human	2010-07-17	China	C4	EV71/Yuyao.CHN/244/2010
JQ003976	EV71/Cixi.CHN/014/2010		2010-06-23	Human	2010-06-23	China	C4	EV71/Cixi.CHN/014/2010
JQ003978	EV71/Ningbo.CHN/347/2009		2009-08-02	Human	2009-08-02	China	C4	EV71/Ningbo.CHN/347/2009
JQ042698	09-4377		2009-XX-XX	Human	2009	China		09-4377
JQ074188	EV71/Jinan1004		2010-07-XX	Human	2010-07	China		EV71/Jinan1004
JQ315061	Ningbo.CHN/015/2011		2011-03-11	Human	2011-03-11	China	Human enterovirus 71	Ningbo.CHN/015/2011
JQ315081	Cixi.CHN/169/2010		2010-05-21	Human	2010-05-21	China	Human enterovirus 71	Cixi.CHN/169/2010
JQ315083	Cixi.CHN/192/2010		2010-06-10	Human	2010-06-10	China	Human enterovirus 71	Cixi.CHN/192/2010
JQ315087	Cixi.CHN/266/2010		2010-08-03	Human	2010-08-03	China	Human enterovirus 71	Cixi.CHN/266/2010
JQ315089	Cixi.CHN/287/2010		2010-08-11	Human	2010-08-11	China	Human enterovirus 71	Cixi.CHN/287/2010
JQ320231	3499		2009-XX-XX	Human	2009	China	EV71	3499
JQ326298	03284/SD/CHN/03		2003-XX-XX	Human	2003	China		03284/SD/CHN/03
JQ326299	07124/SD/CHN/07		2007-XX-XX	Human	2007	China		07124/SD/CHN/07
JQ326300	08266/SD/CHN/08		2008-XX-XX	Human	2008	China		08266/SD/CHN/08
JQ409490	NJ02/JS/CHN/2010		2010-06-20	Human	2010-06-20	China		NJ02/JS/CHN/2010
JQ411006	EV71/CMU33-1/BJ/CHN/2009		2009-XX-XX	Human	2009	China		EV71/CMU33-1/BJ/CHN/2009
JQ639019	Zhenjiang201006		2010-XX-XX	Human	2010	China		Zhenjiang201006
JQ639021	Zhenjiang201008		2010-XX-XX	Human	2010	China		Zhenjiang201008
JQ708209	BJ		2010-05-05	Human	2010-05-05	China		BJ
JQ766127	SCDC05		2011-02-22	Human	2011-02-22	China		SCDC05
JQ766132	SCDC032010		2011-02-22	Human	2011-02-22	China		SCDC032010
JQ766135	SCDC062010		2011-02-22	Human	2011-02-22	China		SCDC062010
JQ766145	SCDC062011		2011-02-22	Human	2011-02-22	China		SCDC062011
JQ766147	SCDC082011		2011-02-22	Human	2011-02-22	China		SCDC082011
JQ766161	C10915		2011-02-22	Human	2011-02-22	China		C10915
JQ766172	Shanghai10-MH704		2008-08-05	Human	2008-08-05	China		Shanghai10-MH704
JQ766178	Shanghai08-79V2		2008-08-05	Human	2008-08-05	China		Shanghai08-79V2
JQ766180	Shanghai08-171R4		2008-08-05	Human	2008-08-05	China		Shanghai08-171R4
JQ766182	Jiangsu2008-LYG47		2008-04-05	Human	2008-04-05	China		Jiangsu2008-LYG47
JQ766187	Jiangsu2008-LYG240		2008-04-05	Human	2008-04-05	China		Jiangsu2008-LYG240
JQ766192	WHEV		2011-06-04	Human	2011-06-04	China		WHEV
JQ766198	HuN09-2		2009-07-03	Human	2009-07-03	China		HuN09-2
JQ766215	2008-07		2010-04-06	Human	2010-04-06	China		2008-07
JQ766217	2008-09		2010-04-06	Human	2010-04-06	China		2008-09
JQ766224	2009-01		2010-04-06	Human	2010-04-06	China		2009-01
JQ766236	2009-13		2010-04-06	Human	2010-04-06	China		2009-13
JQ965759	540V/VNM/05		20XX-XX-XX	Unknown	N/a	Viet Nam		540V/VNM/05
JQ973702	29256_RUS_2007		2007-XX-XX	Human	2007	Russia		29256_RUS_2007
JX025561	FY7VP5/AH/CHN/2008		2008-XX-XX	Human	2008	China		FY7VP5/AH/CHN/2008
JX098270	2010082		2011-02-25	Human	2011-02-25	China	C4	2010082
JX103500	49/HZ/GD/China/2010		2010-XX-XX	Human	2010	China		49/HZ/GD/China/2010
JX103504	292/HZ/GD/CHN		2011-XX-XX	Human	2011	China		292/HZ/GD/CHN
JX103505	440/HZ/GD/CHN		2011-XX-XX	Human	2011	China		440/HZ/GD/CHN
JX203261	AS69-2011		2011-10-30	Human	2011-10-30	China	EV71	AS69-2011
JX203265	GY25-2011		2011-10-30	Human	2011-10-30	China	EV71	GY25-2011
JX203270	LPS8-2011		2011-10-30	Human	2011-10-30	China	EV71	LPS8-2011
JX203282	ZY30-2011		2011-10-30	Human	2011-10-30	China	EV71	ZY30-2011
JX203307	14QN-2010		2010-10-30	Human	2010-10-30	China	EV71	14QN-2010
JX203312	189GY-2010		2010-10-30	Human	2010-10-30	China	EV71	189GY-2010
JX203313	239GY-2010		2010-10-30	Human	2010-10-30	China	EV71	239GY-2010
JX203314	250GY-2010		2010-10-30	Human	2010-10-30	China	EV71	250GY-2010
JX203315	252GY-2010		2010-10-30	Human	2010-10-30	China	EV71	252GY-2010
JX203324	28BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	28BJ-2010
JX203325	28-2BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	28-2BJ-2010
JX203328	31BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	31BJ-2010
JX203333	33-2BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	33-2BJ-2010
JX203334	34BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	34BJ-2010
JX203336	39-2BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	39-2BJ-2010
JX203342	44-2BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	44-2BJ-2010
JX203345	49BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	49BJ-2010
JX203346	49-2BJ-2010		2010-10-30	Human	2010-10-30	China	EV71	49-2BJ-2010
JX203352	35TR-2010		2010-10-30	Human	2010-10-30	China	EV71	35TR-2010
JX203355	37TR-2010		2010-10-30	Human	2010-10-30	China	EV71	37TR-2010
JX203367	56LPS-2010		2010-10-30	Human	2010-10-30	China	EV71	56LPS-2010
JX203368	57LPS-2010		2010-10-30	Human	2010-10-30	China	EV71	57LPS-2010
JX203380	3-2008		2008-10-30	Human	2008-10-30	China	EV71	3-2008
JX297492	EV71/CMU4201-1/BJ/CHN/2007		2007-XX-XX	Human	2007	China	C4	EV71/CMU4201-1/BJ/CHN/2007
JX297495	EV71/CMU0804-1/BJ/CHN/2008		2008-XX-XX	Human	2008	China	C4	EV71/CMU0804-1/BJ/CHN/2008
JX297502	EV71/CMU5233-1/BJ/CHN/2008		2008-XX-XX	Human	2008	China	C4	EV71/CMU5233-1/BJ/CHN/2008
JX297504	EV71/CMU5311-1/BJ/CHN/2008		2008-XX-XX	Human	2008	China	C4	EV71/CMU5311-1/BJ/CHN/2008
JX427561	1201/NC/CHN/2012		2012-06-XX	Human	2012-06	China	EV71	1201/NC/CHN/2012
JX455106	TJ2010-EV71-36		2010-06-XX	Human	2010-06	China		TJ2010-EV71-36
JX509920	201107		2011-06-11	Human	2011-06-11	China	C4a	201107
JX509921	201106		2011-06-11	Human	2011-06-11	China	C4a	201106
JX678875	FY17.08-4/AH/CHN/2008		2008-04-XX	Human	2008-04	China	C4	FY17.08-4/AH/CHN/2008
JX678884	SD09-21/SD/CHN/2009		2009-03-30	Human	2009-03-30	China	C4	SD09-21/SD/CHN/2009
JX678886	SH-6/SH/CHN/2002		2002-XX-XX	Human	2002	China	C4	SH-6/SH/CHN/2002
JX961706	233/HZ/GD/CHN		2011-11-15	Human	2011-11-15	China		233/HZ/GD/CHN
JX986738	Wuhan1117/HuB/CHN/2011		2011-XX-XX	Human	2011	China	C4	Wuhan1117/HuB/CHN/2011
KC222957	HCM30-VNM-2011		2011-04-20	Human	2011-04-20	Viet Nam		HCM30-VNM-2011
KC222970	HCM132-VNM-2011		2011-05-24	Human	2011-05-24	Viet Nam		HCM132-VNM-2011
KC436273	V04-2216042		2004-04-XX	Human	2004-04	Hong Kong		V04-2216042
KC556891	52-ZZ-HN-CHN-2010		2010-XX-XX	Human	2010	China	C4a	52-ZZ-HN-CHN-2010
KC493674	40-ZZ-HN-CHN-2010		2010-XX-XX	Human	2010	China	C4a	40-ZZ-HN-CHN-2010
KC589304	ROU09-FRA11		2011-01-11	Human	2011-01-11	France	EV-71	ROU09-FRA11
KC689919	GZ3298/GD/CHN/2010		2010-XX-XX	Human	2010	China		GZ3298/GD/CHN/2010
KC689920	GZ3077/GD/CHN/2010		2010-XX-XX	Human	2010	China		GZ3077/GD/CHN/2010
KC689922	GZ3049/GD/CHN/2010		2010-XX-XX	Human	2010	China		GZ3049/GD/CHN/2010
KC689929	GZ3053/GD/CHN/2010		2010-XX-XX	Human	2010	China		GZ3053/GD/CHN/2010
KC689932	GZ5425/GD/CHN/2012		2012-XX-XX	Human	2012	China		GZ5425/GD/CHN/2012
KC689942	GZ3802/GD/CHN/2009		2009-XX-XX	Human	2009	China		GZ3802/GD/CHN/2009
KC689952	GZ3882/GD/CHN/2009		2009-XX-XX	Human	2009	China		GZ3882/GD/CHN/2009
KC689971	GZ5229/GD/CHN/2012		2012-XX-XX	Human	2012	China		GZ5229/GD/CHN/2012
KC689975	GZ5380/GD/CHN/2012		2012-XX-XX	Human	2012	China		GZ5380/GD/CHN/2012
KC689979	GZ5398/GD/CHN/2012		2012-XX-XX	Human	2012	China		GZ5398/GD/CHN/2012
KC689987	GZ3217/GD/CHN/2010		2010-XX-XX	Human	2010	China		GZ3217/GD/CHN/2010
KC689988	GZ3318/GD/CHN/2010		2010-XX-XX	Human	2010	China		GZ3318/GD/CHN/2010
KC866629	JB14080040		2008-04-XX	Human	2008-04	China		JB14080040
KC866631	JB14080050		2008-04-XX	Human	2008-04	China		JB14080050
KC866640	JB14080110		2008-05-XX	Human	2008-05	China		JB14080110
KC866642	JB14080132		2008-05-XX	Human	2008-05	China		JB14080132
KC866646	JB14080184		2008-05-XX	Human	2008-05	China		JB14080184
KC866661	JB14080283		2008-05-XX	Human	2008-05	China		JB14080283
KC866665	JB14080294		2008-05-XX	Human	2008-05	China		JB14080294
KC866670	JB14080304		2008-05-XX	Human	2008-05	China		JB14080304
KC866678	JB14080356		2008-05-XX	Human	2008-05	China		JB14080356
KC866693	JB14080530		2008-07-XX	Human	2008-07	China		JB14080530
KC866694	JB14080533		2008-06-XX	Human	2008-06	China		JB14080533
KC866697	JB14080550		2008-06-XX	Human	2008-06	China		JB14080550
KC866700	JB14080576		2008-06-XX	Human	2008-06	China		JB14080576
KC866717	JB143090003		2009-03-XX	Human	2009-03	China		JB143090003
KC866723	JB143090079		2009-04-XX	Human	2009-04	China		JB143090079
KC866725	JB143090086		2009-05-XX	Human	2009-05	China		JB143090086
KC866746	JB141030049		2010-05-XX	Human	2010-05	China		JB141030049
KC866762	JB141030219		2010-09-XX	Human	2010-09	China		JB141030219
KC866770	JB141130142		2011-06-XX	Human	2011-06	China		JB141130142
KC866785	JB141230208		2012-09-XX	Human	2012-09	China		JB141230208
KC866807	JB141210025		2012-06-XX	Human	2012-06	China		JB141210025
KC878532	273		2011-05-01	Human	2011-05-01	China	C4	273
KC878540	11-2		2012-04-01	Human	2012-04-01	China	C4	11-2
KC878542	11-4		2012-04-01	Human	2012-04-01	China	C4	11-4
KC878545	11-8		2012-04-01	Human	2012-04-01	China	C4	11-8
KC878556	E7		2011-05-01	Human	2011-05-01	China	C4	E7
KC879420	27578_EV71_RUS_2007		2007-XX-XX	Unknown	2007	Russia		27578_EV71_RUS_2007
KC879513	34020_EV71_RUS_2009		2009-XX-XX	Unknown	2009	Russia		34020_EV71_RUS_2009
KC879451	38555_EV71_KGZ_2010		2010-XX-XX	Unknown	2010	Kyrgyzstan		38555_EV71_KGZ_2010
KC894870	EV0590-Johor-2010		2010-04-22	Human	2010-04-22	Malaysia	B5	EV0590-Johor-2010
KC894876	EV1233-Kedah-2010		2010-07-26	Human	2010-07-26	Malaysia	B5	EV1233-Kedah-2010
KC894878	EV1299-Melaka-2010		2010-08-09	Human	2010-08-09	Malaysia	B5	EV1299-Melaka-2010
KC894892	EV0791-Johor-2012		2012-04-19	Human	2012-04-19	Malaysia	B5	EV0791-Johor-2012
KC894894	EV0891-Johor-2012		2012-05-17	Human	2012-05-17	Malaysia	B5	EV0891-Johor-2012
KC894902	EV1325-Johor-2012		2012-08-26	Human	2012-08-26	Malaysia	B5	EV1325-Johor-2012
KC894903	EV0997-Pahang-2012		2012-06-06	Human	2012-06-06	Malaysia	B5	EV0997-Pahang-2012
KF134482	A2011116		2011-XX-XX	Human	2011	Taiwan		A2011116
KF150170	123/LY/CHN/AM/10/EV71		2010-XX-XX	Human	2010	China		123/LY/CHN/AM/10/EV71
KF150173	201/LY/CHN/AM/10/EV71		2010-XX-XX	Human	2010	China		201/LY/CHN/AM/10/EV71
KF154289	C4a-01279-TW-2010		2010-04-26	Human	2010-04-26	Taiwan	C4a	C4a-01279-TW-2010
KF154297	B5-03179-TW-2011		2011-11-02	Human	2011-11-02	Taiwan	B5	B5-03179-TW-2011
KF154299	B5-03400-TW-2011		2011-11-17	Human	2011-11-17	Taiwan	B5	B5-03400-TW-2011
KF154304	B5-03585-TW-2011		2011-12-01	Human	2011-12-01	Taiwan	B5	B5-03585-TW-2011
KF154312	B5-00419-TW-2012		2012-01-29	Human	2012-01-29	Taiwan	B5	B5-00419-TW-2012
KF154324	B5-01295-TW-2012		2012-04-12	Human	2012-04-12	Taiwan	B5	B5-01295-TW-2012
KF154346	B5-96059-TW-2012		2012-07-07	Human	2012-07-07	Taiwan	B5	B5-96059-TW-2012
KF306101	C2-NHRIEV95528-TW-Jun-25-12		2012-06-25	Human	2012-06-25	Taiwan	C2	C2-NHRIEV95528-TW-Jun-25-12
KF501389	EV71/wuhan/3018/2010		2010-XX-XX	Human	2010	China	A	EV71/wuhan/3018/2010
KF543271	SEP4		2012-06-17	Human	2012-06-17	Cambodia	C4	SEP4
KX372318	SiICRC05/TH/2012		2012-08-28	Human	2012-08-28	Thailand		SiICRC05/TH/2012
KX372316	SiICRC03/TH/2012		2012-10-02	Human	2012-10-02	Thailand		SiICRC03/TH/2012
KF772902	SK096/2013		2013-XX-XX	Unknown	2013	Malaysia		SK096/2013
KF798219	KM11-20		2011-05-15	Human	2011-05-15	China	C4	KM11-20
KF853485	LY10018/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10018/SD/CHN/2010/EV71
KF853489	LY10027/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10027/SD/CHN/2010/EV71
KF853501	LY10046/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10046/SD/CHN/2010/EV71
KF853506	LY10054/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10054/SD/CHN/2010/EV71
KF853515	LY10074/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10074/SD/CHN/2010/EV71
KF853522	LY10085/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10085/SD/CHN/2010/EV71
KF853523	LY10086/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10086/SD/CHN/2010/EV71
KF853525	LY10093/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10093/SD/CHN/2010/EV71
KF853542	LY10130/SD/CHN/2010/EV71		2010-12-XX	Human	2010-12	China		LY10130/SD/CHN/2010/EV71
KF906423	V08-179		2008-XX-XX	Human	2008	India		V08-179
KF925276	FL005T/AH/CHN/2011		2011-11-30	Human	2011-11-30	China	C4	FL005T/AH/CHN/2011
KF925285	FL018T/AH/CHN/2011		2011-11-30	Human	2011-11-30	China	C4	FL018T/AH/CHN/2011
KT354870	N1745-TW08		2011-07-01	Human	2011-07-01	Taiwan		N1745-TW08
KF974792	M988-TW12		2012-XX-XX	Human	2012	Taiwan		M988-TW12
KF974796	M957-TW12		2012-XX-XX	Human	2012	Taiwan		M957-TW12
KJ156341	CS688/HN/CHN/12		2012-XX-XX	Human	2012	China	C4	CS688/HN/CHN/12
KJ185132	LY10002/SD/CHN/2010/EV71		2010-12-01	Human	2010-12-01	China		LY10002/SD/CHN/2010/EV71
KJ185137	LY10012/SD/CHN/2010/EV71		2010-12-01	Human	2010-12-01	China		LY10012/SD/CHN/2010/EV71
KJ185141	LY10033/SD/CHN/2010/EV71		2010-12-01	Human	2010-12-01	China		LY10033/SD/CHN/2010/EV71
KJ185162	LY10123/SD/CHN/2010/EV71		2010-12-01	Human	2010-12-01	China		LY10123/SD/CHN/2010/EV71
KJ185167	LY10157/SD/CHN/2010/EV71		2010-12-01	Human	2010-12-01	China		LY10157/SD/CHN/2010/EV71
KJ185170	LY10164/SD/CHN/2010/EV71		2010-12-01	Human	2010-12-01	China		LY10164/SD/CHN/2010/EV71
KJ186973	C4a-70365-TW-2010		2010-06-02	Human	2010-06-02	Taiwan	C4a	C4a-70365-TW-2010
KJ188635	SHC040/CHN/2011		2011-05-XX	Human	2011-05	China	C4	SHC040/CHN/2011
KJ632499	wenzhou227		2011-XX-XX	Human	2011	China		wenzhou227
KJ645797	42934_KAZ_2012		2012-XX-XX	Human	2012	Kazakhstan		42934_KAZ_2012
KJ645806	46605_RUS_2013		2013-XX-XX	Human	2013	Russia		46605_RUS_2013
KJ686129	EV71/Homo sapiens/VNM/150/2012		2012-05-24	Human	2012-05-24	Viet Nam		EV71/Homosapiens/VNM/150/2012
KJ686138	EV71/Homo sapiens/VNM/117/2012		2012-04-12	Human	2012-04-12	Viet Nam		EV71/Homosapiens/VNM/117/2012
KJ686139	EV71/Homo sapiens/VNM/43/2012		2012-01-01	Human	2012-01-01	Viet Nam		EV71/Homosapiens/VNM/43/2012
KJ686173	EV71/Homo sapiens/VNM/19/2011		2011-10-21	Human	2011-10-21	Viet Nam		EV71/Homosapiens/VNM/19/2011
KJ686177	EV71/Homo sapiens/VNM/2/2011		2011-08-30	Human	2011-08-30	Viet Nam		EV71/Homosapiens/VNM/2/2011
KJ686197	EV71/Homo sapiens/VNM/64/2012		2012-02-13	Human	2012-02-13	Viet Nam		EV71/Homosapiens/VNM/64/2012
KJ686207	EV71/Homo sapiens/VNM/237/2011		2011-12-04	Human	2011-12-04	Viet Nam		EV71/Homosapiens/VNM/237/2011
KJ686212	EV71/Homo sapiens/VNM/3/2011		2011-09-15	Human	2011-09-15	Viet Nam		EV71/Homosapiens/VNM/3/2011
KJ686216	EV71/Homo sapiens/VNM/142/2012		2012-05-09	Human	2012-05-09	Viet Nam		EV71/Homosapiens/VNM/142/2012
KJ686237	EV71/Homo sapiens/VNM/212/2011		2011-11-05	Human	2011-11-05	Viet Nam		EV71/Homosapiens/VNM/212/2011
KJ686244	EV71/Homo sapiens/VNM/73/2012		2012-02-26	Human	2012-02-26	Viet Nam		EV71/Homosapiens/VNM/73/2012
KJ686248	EV71/Homo sapiens/VNM/127/2012		2012-04-21	Human	2012-04-21	Viet Nam		EV71/Homosapiens/VNM/127/2012
KJ686257	EV71/Homo sapiens/VNM/222/2011		2011-11-22	Human	2011-11-22	Viet Nam		EV71/Homosapiens/VNM/222/2011
KJ686265	EV71/Homo sapiens/VNM/24/2011		2011-10-25	Human	2011-10-25	Viet Nam		EV71/Homosapiens/VNM/24/2011
KJ686267	EV71/Homo sapiens/VNM/119/2012		2012-04-12	Human	2012-04-12	Viet Nam		EV71/Homosapiens/VNM/119/2012
KJ686276	EV71/Homo sapiens/VNM/22/2011		2011-10-24	Human	2011-10-24	Viet Nam		EV71/Homosapiens/VNM/22/2011
KJ686278	EV71/Homo sapiens/VNM/209/2011		2011-10-26	Human	2011-10-26	Viet Nam		EV71/Homosapiens/VNM/209/2011
KJ686282	EV71/Homo sapiens/VNM/130/2012		2012-04-24	Human	2012-04-24	Viet Nam		EV71/Homosapiens/VNM/130/2012
KJ686305	EV71/Homo sapiens/VNM/63/2012		2012-02-07	Human	2012-02-07	Viet Nam		EV71/Homosapiens/VNM/63/2012
KJ772424	11072/SD/CHN		2011-XX-XX	Human	2011	China	A71	11072/SD/CHN
KJ772429	11298C1/SD/CHN		2011-XX-XX	Human	2011	China	A71	11298C1/SD/CHN
KJ772437	13112/SD/CHN		2013-XX-XX	Human	2013	China	A71	13112/SD/CHN
KJ772439	13164/SD/CHN		2013-XX-XX	Human	2013	China	A71	13164/SD/CHN
KJ784498	CS98/HN/CHN/12		2012-XX-XX	Human	2012	China	C4	CS98/HN/CHN/12
KJ865515	104328/GZ/2010/EV71		2010-XX-XX	Human	2010	China		104328/GZ/2010/EV71
KJ865517	109834/GZ/2010/EV71		2010-XX-XX	Human	2010	China		109834/GZ/2010/EV71
KM023176	46615_RUS_2013		2013-XX-XX	Human	2013	Russia	C4	46615_RUS_2013
KM023191	48610_RUS_2013		2013-XX-XX	Human	2013	Russia	C4	48610_RUS_2013
KM201234	HeN-11-Sanmenxia-7		2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-7
KM201239	HeN-11-Sanmenxia-23		2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-23
KM201242	HeN-11-Sanmenxia-33		2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-33
KM201244	HeN-11-Sanmenxia-38		2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-38
KM201249	HeN-11-Sanmenxia-46		2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-46
KM260010	1938-Henan-2010		2010-06-22	Human	2010-06-22	China		1938-Henan-2010
KM260013	9-Henan-2011		2011-01-24	Human	2011-01-24	China		9-Henan-2011
KM260015	153-Henan-2011		2011-01-24	Human	2011-01-24	China		153-Henan-2011
KM260029	212-Henan-2013		2013-02-13	Human	2013-02-13	China		212-Henan-2013
KM260030	229-Henan-2013		2013-02-13	Human	2013-02-13	China		229-Henan-2013
KM260035	2-Henan-2014		2014-01-05	Human	2014-01-05	China		2-Henan-2014
KM260040	9-Henan-2014		2014-01-05	Human	2014-01-05	China		9-Henan-2014
KM260042	13-Henan-2014		2014-01-05	Human	2014-01-05	China		13-Henan-2014
KM260049	21-Henan-2014		2014-01-05	Human	2014-01-05	China		21-Henan-2014
KM288735	06-2009		2009-06-18	Human	2009-06-18	China	A	06-2009
KM288750	HN-09-Anyang-223		2009-06-18	Human	2009-06-18	China	A	HN-09-Anyang-223
KM408439	isolate 14Zhenjiang2010		2010-07-XX	Human	2010-07	China		isolate14Zhenjiang2010
KM408450	isolate 06Zhenjiang2011		2011-07-XX	Human	2011-07	China		isolate06Zhenjiang2011
KM408455	isolate 11Zhenjiang2011		2011-07-XX	Human	2011-07	China		isolate11Zhenjiang2011
KM408465	isolate 03Zhenjiang2013		2013-07-XX	Human	2013-07	China		isolate03Zhenjiang2013
KM408468	isolate 06Zhenjiang2013		2013-07-XX	Human	2013-07	China		isolate06Zhenjiang2013
KX372329	SiICRC05/TH/2014		2014-02-12	Human	2014-02-12	Thailand		SiICRC05/TH/2014
KP005794	JB141310009-EV71		2013-06-XX	Human	2013-06	China		JB141310009-EV71
KP005810	JB141330037-EV71		2013-04-XX	Human	2013-04	China		JB141330037-EV71
KP005817	JB141330085-EV71		2013-05-XX	Human	2013-05	China		JB141330085-EV71
KP005819	JB141330094-EV71		2013-05-XX	Human	2013-05	China		JB141330094-EV71
KP005823	JB141330150-EV71		2013-06-XX	Human	2013-06	China		JB141330150-EV71
KP005828	JB141330230-EV71		2013-07-XX	Human	2013-07	China		JB141330230-EV71
KP113684	B5-01485-TW-2012		2012-04-28	Human	2012-04-28	Taiwan	B5	B5-01485-TW-2012
KP137024	Sh095/CHN/2012		2012-XX-XX	Human	2012	China	C4	Sh095/CHN/2012
KP137029	Sh175/CHN/2012		2012-XX-XX	Human	2012	China	C4	Sh175/CHN/2012
KP137031	Sh213/CHN/2012		2012-XX-XX	Human	2012	China	C4	Sh213/CHN/2012
KP137032	Sh226/CHN/2012		2012-XX-XX	Human	2012	China	C4	Sh226/CHN/2012
KP171505	163/NC/CHN/2014		2014-07-02	Human	2014-07-02	China		163/NC/CHN/2014
KP177478	BJ13033/CHN/13		2013-04-15	Human	2013-04-15	China		BJ13033/CHN/13
KP177491	BJ13116/CHN/13		2013-06-17	Human	2013-06-17	China		BJ13116/CHN/13
KP177493	BJ13127/CHN/13		2013-06-24	Human	2013-06-24	China		BJ13127/CHN/13
KP177494	BJ13128/CHN/13		2013-06-24	Human	2013-06-24	China		BJ13128/CHN/13
KP177501	BJ13227/CHN/13		2013-09-03	Human	2013-09-03	China		BJ13227/CHN/13
KP289419	EV71/P1034/2013/China		2013-XX-XX	Human	2013	China		EV71/P1034/2013/China
KP290073	EV71/P230/2013/China		2013-XX-XX	Human	2013	China		EV71/P230/2013/China
KP290076	EV71/P336/2013/China		2013-XX-XX	Human	2013	China		EV71/P336/2013/China
KP290077	EV71/P356/2013/China		2013-XX-XX	Human	2013	China		EV71/P356/2013/China
KP290103	EV71/P986/2013/China		2013-XX-XX	Human	2013	China		EV71/P986/2013/China
KP290104	EV71/P992/2013/China		2013-XX-XX	Human	2013	China		EV71/P992/2013/China
KP290105	EV71/P993/2013/China		2013-XX-XX	Human	2013	China		EV71/P993/2013/China
KP308404	EV71/Homo sapiens/KHM/309/2012		2012-11-07	Human	2012-11-07	Cambodia		EV71/Homosapiens/KHM/309/2012
KP308427	EV71/Homo sapiens/KHM/312/2012		2012-12-06	Human	2012-12-06	Cambodia		EV71/Homosapiens/KHM/312/2012
KP308430	EV71/Homo sapiens/KHM/280/2012		2012-08-07	Human	2012-08-07	Cambodia		EV71/Homosapiens/KHM/280/2012
KP308445	EV71/Homo sapiens/KHM/330/2012		2012-07-12	Human	2012-07-12	Cambodia		EV71/Homosapiens/KHM/330/2012
KP308453	EV71/Homo sapiens/KHM/268/2012		2012-07-24	Human	2012-07-24	Cambodia		EV71/Homosapiens/KHM/268/2012
KP691645	02-1-055		2013-10-06	Unknown	2013-10-06	Viet Nam		02-1-055
KP691652	02-0-060		2013-10-16	Unknown	2013-10-16	Viet Nam		02-0-060
KP691655	02-0-083		2013-11-13	Unknown	2013-11-13	Viet Nam		02-0-083
KP691658	02-0-090		2013-11-25	Unknown	2013-11-25	Viet Nam		02-0-090
KP691666	02-1-075		2013-11-19	Unknown	2013-11-19	Viet Nam		02-1-075
KR045300	THA_A1083		2013-03-28	Human	2013-03-28	Thailand	B5	THA_A1083
KR779223	YN2012-A083		2012-XX-XX	Human	2012	China	C4a	YN2012-A083
KR782330	YN2012-A059		2012-XX-XX	Human	2012	China	C4a	YN2012-A059
KR782331	YN2012-A060		2012-XX-XX	Human	2012	China	C4a	YN2012-A060
KR782332	YN2012-A079		2012-XX-XX	Human	2012	China	C4a	YN2012-A079
KR782333	YN2012-A088		2012-XX-XX	Human	2012	China	C4a	YN2012-A088
KR782355	YN2013-A005		2013-XX-XX	Human	2013	China	C4a	YN2013-A005
KR782360	YN2013-A106		2013-XX-XX	Human	2013	China	C4a	YN2013-A106
KR782361	YN2013-A121		2013-XX-XX	Human	2013	China	C4a	YN2013-A121
KR782366	YN2013-A138		2013-XX-XX	Human	2013	China	C4a	YN2013-A138
KR782384	YN2013-C218		2013-XX-XX	Human	2013	China	C4a	YN2013-C218
KR782386	YN2013-A051		2013-XX-XX	Human	2013	China	C4a	YN2013-A051
KR827489	4217/Komi.RUS/2013		2013-07-20	Human	2013-07-20	Russia	C4	4217/Komi.RUS/2013
KR827496	3358/Bash/Sterl/Zagorodny.RUS/2013		2013-08-23	Human	2013-08-23	Russia	C4	3358/Bash/Sterl/Zagorodny.RUS/2013
KT161954	Nanping		20XX-XX-XX	Unknown	N/a	China	C4	Nanping
